soil_moisture,rainfall,rainfall_24h,slope_angle,tilt_rate,factor_of_safety,synthetic_risk_probability,hazard_label,hazard_tier
69.09,35.41,76.13,32.83,-0.0661,0.77,0.993,1,CRITICAL
30.58,9.01,27.55,25.19,0.0083,1.37,0.3183,0,MODERATE
25.21,19.35,21.91,29.57,0.0278,1.23,0.3755,0,MODERATE
54.93,14.67,45.11,28.09,0.0276,1.01,0.7749,1,CRITICAL
15.18,0.17,19.17,28.68,0.021,1.37,0.1541,0,MODERATE
56.14,29.16,55.25,22.59,0.033,1.23,0.8371,1,CRITICAL
33.45,21.62,41.1,28.17,-0.0271,1.2,0.5093,1,HIGH
54.74,64.92,91.36,31.49,-0.0533,0.91,0.968,1,CRITICAL
47.35,17.34,43.9,38.16,0.0595,0.81,0.9436,1,CRITICAL
51.11,30.21,62.35,34.71,0.0411,0.86,0.9617,1,CRITICAL
34.48,29.19,38.95,43.07,-0.0359,0.81,0.9081,1,CRITICAL
68.3,43.04,58.37,22.63,0.0541,1.1,0.9569,1,CRITICAL
79.28,60.94,77.75,34.11,0.0817,0.68,0.9965,1,CRITICAL
26.37,48.1,72.34,29.28,0.0248,1.23,0.5794,1,HIGH
61.82,32.17,51.45,43.33,-0.1031,0.65,0.9939,1,CRITICAL
13.22,18.47,21.2,22.34,0.007,1.77,0.0381,0,LOW
46.46,20.11,37.97,22.12,0.0575,1.37,0.7195,1,HIGH
51.35,25.39,46.89,23.8,0.0217,1.22,0.715,1,HIGH
26.46,3.68,35.71,13.13,0.0115,2.71,0.0042,0,LOW
39.82,44.6,59.45,24.32,0.0214,1.32,0.6443,1,HIGH
71.7,48.33,77.02,22.69,0.0418,1.06,0.9654,1,CRITICAL
75.08,49.4,69.39,29.05,0.055,0.81,0.9817,1,CRITICAL
33.91,9.71,63.12,30.39,0.0231,1.12,0.6589,1,HIGH
22.03,13.35,23.04,41.13,0.0714,0.93,0.8508,1,CRITICAL
37.65,22.13,51.15,34.65,0.0438,0.96,0.7758,1,CRITICAL
56.62,47.97,54.93,23.96,0.0249,1.16,0.8993,1,CRITICAL
45.89,48.77,71.05,21.71,0.0274,1.4,0.5366,1,HIGH
40.36,36.08,56.24,31.44,0.0404,1.03,0.8142,1,CRITICAL
29.51,30.7,58.37,18.76,0.0184,1.85,0.1104,0,LOW
28.5,19.82,26.42,40.82,0.037,0.89,0.8467,1,CRITICAL
58.42,28.69,63.28,36.26,0.0552,0.78,0.9789,1,CRITICAL
38.0,29.31,50.52,24.72,0.0317,1.32,0.5726,1,HIGH
48.81,29.85,59.39,16.01,0.0291,1.84,0.2363,0,LOW
10.1,33.82,18.6,37.48,0.0176,1.1,0.3141,0,HIGH
34.92,31.56,28.11,27.2,-0.0128,1.23,0.4046,0,MODERATE
77.93,50.76,66.89,36.66,-0.0707,0.65,0.9956,1,CRITICAL
72.67,23.49,63.99,16.84,-0.0269,1.4,0.8442,1,CRITICAL
34.71,42.5,56.43,23.8,0.0288,1.4,0.5625,1,HIGH
35.71,35.56,56.14,28.04,-0.028,1.19,0.7361,1,HIGH
19.06,22.38,16.91,28.33,0.0245,1.34,0.1648,0,MODERATE
62.83,60.31,95.15,24.85,0.053,1.06,0.9672,1,CRITICAL
19.83,11.26,18.89,32.36,0.0127,1.17,0.2486,0,HIGH
38.71,25.73,38.99,20.53,0.0133,1.57,0.2789,0,MODERATE
52.74,9.44,45.83,27.0,0.036,1.07,0.9012,1,CRITICAL
14.38,16.95,41.03,28.84,0.0339,1.37,0.2808,0,MODERATE
38.84,34.83,51.83,31.6,0.043,1.03,0.7057,1,HIGH
87.97,57.54,76.92,32.98,0.1177,0.64,0.9993,1,CRITICAL
30.36,19.37,41.47,20.13,0.0619,1.72,0.184,0,LOW
36.85,19.12,32.54,17.26,0.0291,1.89,0.0901,0,LOW
52.57,13.56,49.28,36.94,0.037,0.8,0.9517,1,CRITICAL
46.6,41.22,44.38,30.33,0.0246,1.01,0.8278,1,CRITICAL
81.9,52.9,69.6,22.76,0.0522,0.96,0.9903,1,CRITICAL
67.08,57.53,85.01,38.86,0.1503,0.68,0.9984,1,CRITICAL
59.06,42.64,64.29,28.81,0.0444,0.95,0.9401,1,CRITICAL
16.66,26.48,18.25,36.26,0.007,1.08,0.2892,0,HIGH
37.79,12.58,34.39,28.47,0.0557,1.15,0.804,1,CRITICAL
68.71,24.01,55.24,42.43,0.061,0.63,0.9932,1,CRITICAL
42.11,34.66,40.07,40.29,-0.0403,0.81,0.9107,1,CRITICAL
31.06,31.58,36.07,26.26,0.0331,1.31,0.5761,1,HIGH
41.78,11.05,38.31,34.8,0.0464,0.92,0.9142,1,CRITICAL
49.82,29.45,57.94,32.52,0.0571,0.92,0.9592,1,CRITICAL
26.41,34.34,29.09,37.58,0.0368,0.97,0.5854,1,CRITICAL
55.22,34.05,49.88,21.25,0.036,1.32,0.8146,1,CRITICAL
19.27,42.3,57.38,32.8,-0.0198,1.16,0.4836,0,HIGH
28.52,4.84,27.39,35.41,0.0257,1.01,0.5864,1,HIGH
32.69,26.83,33.77,15.69,0.033,2.16,0.0341,0,LOW
67.31,22.45,61.07,19.72,0.0335,1.27,0.8839,1,CRITICAL
31.83,0.0,29.61,13.73,0.0096,2.48,0.0069,0,LOW
27.2,22.53,25.44,26.11,0.0123,1.36,0.2673,0,MODERATE
37.37,35.52,35.29,33.02,0.0265,1.0,0.7354,1,HIGH
34.65,32.06,57.67,38.52,0.0265,0.89,0.863,1,CRITICAL
80.14,46.12,85.97,28.52,0.0881,0.79,0.9974,1,CRITICAL
35.15,44.26,45.26,39.4,0.0231,0.87,0.8119,1,CRITICAL
81.46,42.65,74.33,18.34,0.0392,1.18,0.9582,1,CRITICAL
38.75,24.32,41.63,16.08,-0.0119,2.0,0.0394,0,LOW
68.18,52.46,59.21,27.61,-0.0501,0.91,0.9804,1,CRITICAL
28.62,10.9,24.06,30.69,0.0121,1.15,0.4325,0,HIGH
76.49,33.8,67.23,27.77,0.0545,0.84,0.9882,1,CRITICAL
47.7,37.21,48.43,13.53,0.0507,2.2,0.1717,0,LOW
24.2,5.03,20.24,27.38,0.0326,1.33,0.2157,0,MODERATE
76.38,36.05,62.49,18.87,0.0587,1.21,0.9607,1,CRITICAL
30.63,4.26,29.08,32.69,0.0226,1.07,0.5031,1,HIGH
44.82,27.49,42.72,30.57,0.0497,1.02,0.8931,1,CRITICAL
59.28,33.64,54.92,21.42,0.0459,1.26,0.7477,1,HIGH
24.44,22.54,21.43,24.4,0.0502,1.49,0.3147,0,MODERATE
11.37,16.33,12.93,20.59,0.002,1.95,0.0181,0,LOW
74.74,44.12,64.34,27.56,0.0446,0.86,0.9779,1,CRITICAL
35.12,21.43,29.15,34.69,-0.0147,0.98,0.6798,1,CRITICAL
17.69,11.31,20.07,21.1,0.0422,1.81,0.049,0,LOW
52.66,32.05,43.25,31.53,0.0379,0.92,0.9275,1,CRITICAL
39.11,18.59,49.52,24.29,-0.024,1.33,0.6262,1,HIGH
40.75,0.46,39.92,22.45,0.023,1.41,0.371,0,MODERATE
41.64,35.17,39.25,27.25,0.0414,1.16,0.6446,1,HIGH
71.11,42.09,58.92,20.75,0.0687,1.16,0.9735,1,CRITICAL
56.91,28.36,49.38,24.12,0.0422,1.15,0.9343,1,CRITICAL
21.31,23.36,21.02,19.61,0.0243,1.89,0.0527,0,LOW
15.84,38.21,75.87,41.75,0.0225,0.96,0.7583,1,CRITICAL
69.79,42.68,82.89,28.25,0.0639,0.88,0.9878,1,CRITICAL
94.44,37.03,75.79,23.1,0.0876,0.83,0.9978,1,CRITICAL
49.07,37.86,53.65,29.5,0.049,1.01,0.9194,1,CRITICAL
43.68,7.8,39.37,27.21,0.0329,1.14,0.7311,1,HIGH
51.37,17.98,42.75,26.45,0.0204,1.1,0.8661,1,CRITICAL
50.77,38.27,58.96,32.3,-0.0328,0.92,0.9297,1,CRITICAL
43.74,10.23,37.11,33.3,0.0201,0.95,0.8282,1,CRITICAL
59.28,27.13,56.22,24.29,0.04,1.11,0.9051,1,CRITICAL
45.3,8.63,51.24,23.97,0.0301,1.28,0.6898,1,HIGH
23.63,24.68,31.03,26.07,0.0493,1.4,0.4524,0,MODERATE
66.18,59.09,109.95,12.0,-0.0469,2.09,0.5918,1,HIGH
36.8,20.54,52.55,17.39,0.0164,1.88,0.1398,0,LOW
47.24,23.12,60.12,37.57,0.0382,0.83,0.9456,1,CRITICAL
67.0,31.93,60.19,39.51,0.0815,0.67,0.9924,1,CRITICAL
63.06,14.55,50.58,26.26,0.0371,1.0,0.9019,1,CRITICAL
72.03,65.93,77.51,32.04,0.0755,0.77,0.9965,1,CRITICAL
63.92,80.86,174.51,30.18,0.1247,0.87,0.9994,1,CRITICAL
64.27,31.03,59.23,49.55,-0.0646,0.59,0.9949,1,CRITICAL
41.74,59.22,96.91,35.84,0.0492,0.9,0.943,1,CRITICAL
25.86,6.04,22.98,27.1,0.0125,1.33,0.3632,0,MODERATE
16.79,13.35,18.71,21.31,0.009,1.81,0.0686,0,LOW
60.83,22.89,51.47,16.75,0.0343,1.58,0.7137,1,HIGH
55.05,47.53,53.71,29.42,0.044,0.96,0.9625,1,CRITICAL
21.54,13.5,41.15,22.71,0.0588,1.64,0.2857,0,MODERATE
42.89,0.82,40.56,18.04,0.0398,1.72,0.2396,0,LOW
25.18,20.4,55.65,23.47,0.0213,1.54,0.2914,0,MODERATE
72.59,45.79,69.87,20.43,0.0449,1.16,0.9382,1,CRITICAL
52.56,29.69,51.44,39.81,0.0527,0.75,0.9606,1,CRITICAL
72.24,56.12,80.99,34.17,0.0685,0.72,0.9952,1,CRITICAL
62.95,36.19,51.96,27.94,0.1673,0.94,0.9949,1,CRITICAL
12.62,13.07,32.39,38.36,0.0162,1.05,0.4307,0,HIGH
78.17,35.14,66.71,28.54,0.0857,0.8,0.9902,1,CRITICAL
19.81,8.62,20.79,21.97,0.0543,1.71,0.1159,0,LOW
56.02,53.97,58.54,38.66,0.0553,0.75,0.9807,1,CRITICAL
64.92,58.97,86.76,31.77,0.0613,0.82,0.9917,1,CRITICAL
64.58,57.69,64.62,20.74,0.0416,1.24,0.9286,1,CRITICAL
21.93,28.36,33.25,26.67,0.0201,1.39,0.2613,0,MODERATE
70.14,46.52,78.59,21.87,0.0635,1.12,0.9696,1,CRITICAL
49.13,16.09,43.81,18.32,0.0139,1.61,0.3991,0,MODERATE
43.77,38.83,61.36,34.48,0.0403,0.92,0.9068,1,CRITICAL
33.42,20.3,34.85,41.37,0.0545,0.85,0.9026,1,CRITICAL
63.65,31.35,53.81,18.21,-0.092,1.42,0.9196,1,CRITICAL
72.94,36.8,64.81,31.94,0.0535,0.76,0.9893,1,CRITICAL
29.48,0.0,27.82,23.45,-0.0371,1.49,0.2294,0,LOW
51.66,39.74,45.23,24.59,-0.0215,1.18,0.8301,1,CRITICAL
68.22,35.23,59.56,23.85,0.0599,1.05,0.9716,1,CRITICAL
21.69,0.0,20.35,21.95,0.0081,1.69,0.1296,0,LOW
66.54,46.67,69.76,28.34,0.092,0.9,0.9912,1,CRITICAL
72.94,34.26,71.36,22.18,0.0563,1.07,0.9792,1,CRITICAL
40.58,34.51,48.14,29.89,0.0271,1.07,0.6727,1,HIGH
82.4,52.16,72.24,27.65,0.0598,0.8,0.9945,1,CRITICAL
70.54,57.27,78.46,26.33,0.0526,0.93,0.9816,1,CRITICAL
37.38,17.58,31.98,21.65,0.0258,1.51,0.3803,0,MODERATE
28.53,17.18,35.52,23.96,0.042,1.47,0.3618,0,MODERATE
26.68,9.45,26.18,33.29,0.0288,1.08,0.6309,1,HIGH
69.77,33.01,67.06,31.51,-0.0761,0.8,0.9957,1,CRITICAL
75.34,39.51,66.14,21.16,0.0579,1.1,0.9641,1,CRITICAL
44.49,33.33,59.04,28.7,0.0832,1.08,0.9474,1,CRITICAL
34.72,28.38,61.06,33.26,0.0448,1.02,0.8738,1,CRITICAL
53.82,26.61,63.41,16.31,0.0221,1.73,0.6011,1,HIGH
70.26,34.37,59.1,31.8,-0.0675,0.79,0.9911,1,CRITICAL
58.98,26.86,52.0,23.36,0.0297,1.16,0.8884,1,CRITICAL
92.19,55.5,111.52,31.99,0.1917,0.63,0.9999,1,CRITICAL
66.14,45.23,61.53,22.66,0.0378,1.12,0.9512,1,CRITICAL
19.96,52.8,58.47,15.37,0.0112,2.44,0.0169,0,LOW
53.91,39.99,50.6,16.61,0.0192,1.7,0.3206,0,MODERATE
66.15,51.84,98.4,28.34,-0.0776,0.91,0.9904,1,CRITICAL
41.15,42.65,71.92,29.82,0.0312,1.07,0.9155,1,CRITICAL
50.2,49.22,56.36,21.67,0.0665,1.35,0.6992,1,HIGH
14.99,0.0,12.12,32.47,0.0072,1.21,0.1882,0,MODERATE
40.57,31.9,40.13,16.37,-0.0141,1.93,0.1089,0,LOW
34.18,23.72,63.67,27.54,0.0207,1.22,0.6311,1,HIGH
37.6,54.36,62.53,19.52,0.0195,1.67,0.423,0,MODERATE
48.3,20.75,41.75,23.44,0.0239,1.27,0.705,1,HIGH
61.79,56.53,57.07,28.33,-0.0402,0.94,0.948,1,CRITICAL
16.47,41.43,40.25,21.98,0.0096,1.76,0.0501,0,LOW
87.44,48.67,82.89,25.31,0.0618,0.82,0.9962,1,CRITICAL
66.61,41.69,81.47,35.04,0.0688,0.74,0.9951,1,CRITICAL
80.86,56.53,90.97,23.96,0.0813,0.92,0.9954,1,CRITICAL
34.12,36.0,63.0,33.85,0.0329,1.01,0.8154,1,CRITICAL
70.49,30.94,58.26,20.09,0.0327,1.21,0.8941,1,CRITICAL
60.66,13.95,50.89,31.71,0.0381,0.86,0.9625,1,CRITICAL
42.84,16.2,35.57,38.09,-0.0315,0.84,0.8901,1,CRITICAL
35.47,30.56,69.44,12.0,-0.0153,2.75,0.0071,0,LOW
28.95,25.21,32.83,22.42,0.022,1.56,0.2647,0,MODERATE
58.36,38.52,47.69,32.04,-0.098,0.87,0.9897,1,CRITICAL
39.13,29.68,37.12,26.58,0.0135,1.22,0.5536,1,HIGH
91.19,51.09,79.45,30.6,0.0767,0.67,0.9985,1,CRITICAL
53.23,31.95,67.46,23.77,0.0314,1.2,0.8019,1,CRITICAL
13.29,20.4,30.58,28.61,0.0128,1.39,0.1919,0,MODERATE
43.48,39.32,52.32,26.91,-0.021,1.16,0.7655,1,CRITICAL
40.17,13.62,32.47,36.17,-0.0255,0.9,0.7979,1,CRITICAL
41.44,42.82,69.39,29.78,0.0682,1.07,0.8937,1,CRITICAL
49.44,24.46,43.19,30.36,0.0218,0.98,0.9174,1,CRITICAL
26.08,38.07,35.74,25.12,0.0146,1.43,0.2696,0,MODERATE
62.85,39.26,51.24,24.59,-0.0479,1.07,0.9118,1,CRITICAL
52.55,32.08,43.32,24.97,0.0215,1.15,0.8323,1,CRITICAL
37.2,0.78,29.91,30.76,0.0126,1.07,0.6379,1,HIGH
57.14,36.67,58.23,25.05,0.0427,1.1,0.9134,1,CRITICAL
43.23,28.14,49.48,30.03,-0.0216,1.05,0.8446,1,CRITICAL
48.83,22.27,39.84,42.53,0.0519,0.74,0.8931,1,CRITICAL
22.67,0.0,23.29,34.1,0.007,1.09,0.2512,0,HIGH
86.1,47.61,97.48,25.72,0.0831,0.82,0.9986,1,CRITICAL
23.52,11.57,20.42,36.41,0.026,1.02,0.5141,1,HIGH
34.03,29.67,30.88,25.14,0.013,1.34,0.3258,0,MODERATE
21.11,9.2,25.18,13.73,0.0041,2.71,0.0012,0,LOW
33.47,28.69,54.48,20.94,0.0156,1.61,0.2707,0,MODERATE
51.56,45.21,45.66,14.9,0.0406,1.93,0.2726,0,MODERATE
11.77,55.38,97.25,25.54,0.0281,1.57,0.4083,0,MODERATE
69.21,35.88,61.95,28.13,0.0435,0.89,0.9787,1,CRITICAL
55.25,29.77,51.53,39.74,0.0566,0.74,0.9713,1,CRITICAL
29.64,1.94,25.66,30.29,0.0262,1.16,0.5324,1,HIGH
23.72,27.36,36.07,26.47,0.0988,1.38,0.6914,1,HIGH
57.97,23.81,50.56,33.81,0.0405,0.83,0.9692,1,CRITICAL
57.41,36.18,60.79,12.52,0.0446,2.17,0.2499,0,LOW
33.87,22.98,30.89,29.65,0.0192,1.14,0.5795,1,HIGH
36.71,41.46,36.73,33.4,0.0492,1.0,0.7813,1,CRITICAL
15.49,11.74,41.53,17.65,0.0052,2.2,0.0088,0,LOW
79.81,59.04,83.99,36.01,0.0833,0.65,0.9967,1,CRITICAL
45.2,31.9,38.68,30.37,0.0462,1.02,0.871,1,CRITICAL
53.58,27.76,56.9,25.09,0.0512,1.14,0.9115,1,CRITICAL
16.69,22.92,28.21,32.43,-0.0106,1.2,0.3596,0,MODERATE
33.65,33.44,28.34,43.89,0.0276,0.81,0.8409,1,CRITICAL
17.75,6.51,23.6,29.27,0.0113,1.31,0.2684,0,MODERATE
54.66,31.37,48.26,29.74,0.0263,0.96,0.8997,1,CRITICAL
65.51,41.16,61.85,24.78,0.0339,1.03,0.9585,1,CRITICAL
46.02,40.94,59.33,22.05,-0.0209,1.38,0.5359,1,HIGH
58.31,37.23,49.24,33.81,0.0459,0.83,0.9608,1,CRITICAL
50.05,26.87,42.02,22.01,0.0203,1.33,0.4688,0,MODERATE
63.92,38.64,55.84,28.5,0.0362,0.92,0.9578,1,CRITICAL
66.38,50.13,98.74,24.66,-0.0964,1.03,0.9941,1,CRITICAL
17.2,22.29,34.42,31.35,0.0081,1.23,0.2801,0,MODERATE
37.4,13.36,30.21,30.34,0.0282,1.09,0.7223,1,HIGH
47.79,15.26,45.92,35.26,0.0595,0.87,0.9468,1,CRITICAL
42.11,17.8,38.15,24.43,0.0158,1.29,0.4866,0,MODERATE
30.28,26.38,39.47,26.11,0.014,1.33,0.355,0,MODERATE
58.49,37.97,56.01,21.15,0.0359,1.28,0.8827,1,CRITICAL
31.98,32.71,75.66,24.89,0.0307,1.37,0.6516,1,HIGH
50.39,17.04,44.02,30.64,0.0337,0.97,0.8637,1,CRITICAL
41.09,34.95,46.17,33.3,0.0332,0.97,0.7668,1,CRITICAL
26.85,28.81,39.55,21.54,0.0525,1.65,0.2576,0,MODERATE
40.24,43.9,58.38,34.09,-0.0275,0.95,0.8366,1,CRITICAL
62.45,48.36,57.8,37.49,0.0665,0.73,0.9855,1,CRITICAL
33.39,31.86,44.13,30.89,0.0191,1.1,0.5202,1,HIGH
56.13,26.04,50.32,41.14,-0.0457,0.71,0.9806,1,CRITICAL
48.52,29.58,47.39,22.58,0.0187,1.32,0.6272,1,HIGH
17.29,45.24,47.73,19.29,0.0142,1.99,0.0373,0,LOW
17.38,62.93,58.81,15.55,0.0298,2.46,0.0088,0,LOW
29.02,29.98,42.24,38.47,-0.0173,0.93,0.6949,1,CRITICAL
22.32,20.29,24.89,32.58,0.0109,1.14,0.375,0,HIGH
92.13,66.92,99.43,27.61,0.0913,0.72,0.9987,1,CRITICAL
66.24,32.27,53.39,29.96,0.037,0.86,0.9651,1,CRITICAL
40.73,32.16,34.21,20.12,0.0309,1.57,0.4452,0,MODERATE
41.23,39.62,49.23,45.12,0.0537,0.75,0.9052,1,CRITICAL
38.84,25.29,36.24,28.9,0.0407,1.12,0.7425,1,HIGH
64.99,55.23,97.35,28.77,0.0738,0.9,0.9878,1,CRITICAL
41.19,9.72,41.55,33.08,0.0295,0.97,0.8804,1,CRITICAL
44.88,33.91,44.32,31.37,0.0254,0.99,0.8236,1,CRITICAL
64.76,43.42,68.81,29.57,0.0599,0.88,0.9729,1,CRITICAL
36.16,23.11,50.82,22.47,0.0226,1.47,0.3846,0,MODERATE
18.01,3.15,24.09,31.3,-0.0575,1.23,0.4653,0,MODERATE
73.26,43.95,62.22,41.17,0.1143,0.62,0.9991,1,CRITICAL
55.35,23.91,66.54,37.42,0.0813,0.78,0.9697,1,CRITICAL
59.6,35.08,53.47,39.15,0.0483,0.72,0.9666,1,CRITICAL
64.11,40.94,54.18,24.42,0.0352,1.06,0.9543,1,CRITICAL
64.55,45.47,66.62,21.07,-0.0589,1.22,0.8968,1,CRITICAL
29.32,11.02,24.88,27.12,0.0262,1.29,0.3792,0,MODERATE
21.42,29.76,70.42,28.39,0.0326,1.31,0.4687,0,MODERATE
73.73,50.27,74.0,35.66,0.0698,0.69,0.9937,1,CRITICAL
49.28,74.01,103.34,16.15,0.0543,1.82,0.6107,1,HIGH
9.46,2.54,13.77,38.71,-0.0147,1.07,0.2412,0,HIGH
55.92,63.84,97.95,26.89,0.058,1.04,0.9796,1,CRITICAL
23.7,28.61,21.32,25.01,0.0343,1.46,0.3093,0,MODERATE
34.75,20.44,28.42,20.92,0.0144,1.59,0.2155,0,LOW
44.01,17.46,35.71,16.42,0.0245,1.87,0.1451,0,LOW
42.72,36.54,43.55,33.76,0.0303,0.94,0.8636,1,CRITICAL
83.5,33.48,68.1,28.51,0.0675,0.76,0.9964,1,CRITICAL
20.46,3.3,27.13,18.97,0.0041,1.97,0.0367,0,LOW
59.13,40.08,53.26,18.93,0.0292,1.42,0.7511,1,CRITICAL
44.96,21.2,42.1,25.65,0.0284,1.2,0.8051,1,CRITICAL
28.22,19.47,37.72,39.68,-0.0243,0.91,0.6849,1,CRITICAL
64.04,26.07,53.9,26.18,0.0583,0.99,0.974,1,CRITICAL
52.72,33.67,64.0,17.48,0.0252,1.63,0.5819,1,HIGH
22.98,32.91,31.47,26.28,0.0387,1.4,0.2616,0,MODERATE
61.11,68.14,85.85,26.09,-0.0534,1.02,0.9729,1,CRITICAL
42.13,42.26,40.51,12.0,-0.0246,2.6,0.0158,0,LOW
74.45,83.16,120.43,27.62,0.0839,0.86,0.997,1,CRITICAL
60.44,41.39,61.22,26.38,0.0359,1.02,0.9338,1,CRITICAL
55.68,45.05,98.95,32.87,0.0819,0.87,0.9818,1,CRITICAL
43.66,19.33,35.34,40.94,0.0212,0.79,0.8542,1,CRITICAL
78.88,71.15,82.63,35.89,0.1299,0.65,0.9989,1,CRITICAL
44.08,32.07,60.7,26.12,0.0265,1.19,0.7299,1,HIGH
14.22,22.46,12.2,20.25,-0.0359,1.94,0.0215,0,LOW
48.74,31.73,51.97,46.01,0.0497,0.7,0.9767,1,CRITICAL
58.61,15.93,71.18,28.41,0.052,0.97,0.9618,1,CRITICAL
37.27,31.71,42.17,28.1,0.016,1.17,0.7662,1,CRITICAL
36.03,30.55,29.81,27.83,0.0168,1.19,0.5404,1,HIGH
47.8,33.09,55.97,29.39,0.0288,1.03,0.9036,1,CRITICAL
15.23,20.2,13.12,26.99,0.013,1.45,0.0985,0,LOW
68.52,31.52,80.33,23.98,0.056,1.04,0.9699,1,CRITICAL
49.81,10.45,40.51,24.17,0.0348,1.22,0.7698,1,CRITICAL
86.23,44.77,71.2,27.77,0.0884,0.76,0.9982,1,CRITICAL
68.01,40.31,59.24,24.2,-0.042,1.03,0.9545,1,CRITICAL
42.9,43.19,49.37,23.01,0.0202,1.36,0.5943,1,HIGH
31.26,55.1,81.18,28.75,0.0304,1.2,0.7551,1,CRITICAL
62.52,19.2,51.9,26.22,0.0565,1.01,0.9517,1,CRITICAL
67.64,35.98,56.42,38.53,0.0514,0.68,0.9876,1,CRITICAL
26.25,22.75,27.9,12.0,0.0177,2.97,0.001,0,LOW
27.08,10.54,48.8,35.64,0.0159,1.01,0.6566,1,HIGH
77.43,42.4,71.39,36.72,0.0719,0.65,0.997,1,CRITICAL
55.9,26.97,50.54,13.49,0.0261,2.05,0.2016,0,LOW
48.68,24.23,51.3,25.6,0.0305,1.16,0.8123,1,CRITICAL
45.55,29.57,40.97,25.4,0.026,1.2,0.7506,1,CRITICAL
72.07,27.71,65.35,18.15,0.0447,1.31,0.9248,1,CRITICAL
36.68,25.42,35.41,22.56,0.0138,1.46,0.3155,0,MODERATE
39.64,39.3,56.17,20.23,-0.02,1.58,0.4228,0,MODERATE
30.59,48.75,63.18,40.27,0.0432,0.89,0.8835,1,CRITICAL
29.73,15.86,45.16,34.55,0.0271,1.02,0.6858,1,HIGH
43.18,10.88,43.21,36.9,0.0232,0.87,0.8862,1,CRITICAL
93.64,54.05,85.44,33.05,0.1048,0.61,0.9993,1,CRITICAL
53.96,24.24,45.17,20.1,0.0308,1.41,0.6356,1,HIGH
61.1,70.72,69.49,24.33,0.0357,1.09,0.9365,1,CRITICAL
28.03,26.21,36.04,31.43,0.0312,1.13,0.5895,1,HIGH
58.82,49.76,81.97,19.45,0.0423,1.39,0.8098,1,CRITICAL
50.56,24.55,43.81,32.99,-0.0278,0.9,0.9109,1,CRITICAL
40.87,20.27,54.09,26.32,0.0317,1.21,0.8312,1,CRITICAL
69.35,49.31,72.79,25.38,0.0563,0.98,0.9699,1,CRITICAL
78.67,39.75,67.57,32.98,0.0963,0.7,0.9965,1,CRITICAL
39.95,28.3,48.47,31.11,0.0404,1.04,0.9257,1,CRITICAL
58.26,52.15,85.34,25.47,0.0476,1.07,0.9425,1,CRITICAL
74.61,60.58,97.28,36.12,-0.0893,0.68,0.9986,1,CRITICAL
84.7,34.71,86.84,20.43,0.0789,1.03,0.9927,1,CRITICAL
59.09,37.18,48.01,32.31,0.0586,0.85,0.9679,1,CRITICAL
68.61,42.99,85.76,32.15,0.0659,0.79,0.9919,1,CRITICAL
57.28,35.77,61.91,25.83,-0.0315,1.07,0.9219,1,CRITICAL
56.02,43.1,50.4,30.28,0.0472,0.93,0.9054,1,CRITICAL
38.35,38.07,33.79,19.24,0.0275,1.68,0.2318,0,LOW
57.57,11.74,47.91,34.47,0.0346,0.82,0.9457,1,CRITICAL
41.93,20.89,34.32,26.71,0.0294,1.18,0.5093,1,HIGH
64.03,46.09,72.26,24.34,0.0424,1.07,0.9677,1,CRITICAL
30.64,2.05,28.55,35.34,0.0148,0.99,0.4369,0,CRITICAL
56.63,35.43,45.67,23.07,0.0258,1.2,0.8987,1,CRITICAL
34.48,22.27,35.18,18.14,-0.0184,1.84,0.1283,0,LOW
34.23,24.3,37.27,17.1,0.0318,1.95,0.0612,0,LOW
81.42,31.58,67.92,32.24,0.0698,0.7,0.9974,1,CRITICAL
62.34,34.46,50.54,19.04,0.0253,1.37,0.7136,1,HIGH
27.74,23.58,25.34,40.28,0.0417,0.9,0.6969,1,CRITICAL
58.59,39.63,63.92,13.43,0.0176,2.01,0.1484,0,LOW
62.75,25.75,51.49,39.88,0.0669,0.69,0.9823,1,CRITICAL
55.67,29.65,56.68,29.48,0.054,0.96,0.9351,1,CRITICAL
70.67,37.55,58.91,27.32,-0.0423,0.9,0.9809,1,CRITICAL
51.13,26.99,44.17,24.19,-0.0215,1.2,0.8159,1,CRITICAL
35.08,30.38,35.55,30.79,0.044,1.09,0.6318,1,HIGH
32.05,11.54,27.23,27.74,0.0203,1.24,0.4597,0,MODERATE
53.08,15.01,45.32,35.72,-0.0294,0.82,0.8821,1,CRITICAL
64.2,38.27,57.8,28.8,0.0688,0.91,0.9794,1,CRITICAL
41.24,18.62,39.0,29.05,0.022,1.1,0.8394,1,CRITICAL
38.15,38.6,51.27,25.45,0.0229,1.28,0.438,0,MODERATE
31.96,16.12,26.74,27.6,-0.0233,1.24,0.3607,0,MODERATE
40.0,43.47,61.54,30.15,0.041,1.07,0.8761,1,CRITICAL
45.45,26.92,61.77,16.03,0.0215,1.89,0.2761,0,MODERATE
40.8,34.09,54.43,18.56,0.0161,1.7,0.2031,0,LOW
23.09,7.42,24.02,33.2,0.0182,1.12,0.5446,1,HIGH
75.46,39.6,86.33,29.2,0.0781,0.81,0.9935,1,CRITICAL
79.31,31.28,66.48,26.71,0.0765,0.85,0.9961,1,CRITICAL
36.37,13.21,31.09,28.13,-0.0205,1.18,0.5958,1,HIGH
53.98,38.77,43.88,30.43,-0.0396,0.94,0.9466,1,CRITICAL
29.2,33.52,65.39,24.22,-0.0163,1.44,0.4229,0,MODERATE
